04/27/11 - 16:47:43; Successful Startup
04/28/11 - 21:05:19; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:20; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:21; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:22; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:23; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:24; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:25; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:26; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:27; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:28; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:29; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:30; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:31; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:32; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:33; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:34; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:35; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:36; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:37; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:38; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:39; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:40; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:41; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:42; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:43; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:44; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:45; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:46; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:47; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:48; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:49; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:50; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:51; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:52; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:53; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:54; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:55; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:56; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:57; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:58; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:05:59; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:00; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:01; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:02; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:03; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:04; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:05; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:06; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:07; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:08; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:09; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:10; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:11; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:12; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:13; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:14; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:15; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:16; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:17; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:19; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:20; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:21; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:22; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:23; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:24; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:25; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:26; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:27; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:28; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:29; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:06:30; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
